

===============================================
2022-12-18 23:56:19

main.py --device 0 --num_rw_steps 7 --dim-pe 16 --tlayer-dropout 0.3 --attn-dropout 0.3 --scheduler none --seeds 2022 --num-layers 15

None

baseline: SAT
dataset: PATTERN
use_val_loss: False
use_cpu: False
max_freqs: 16
eigvec_norm: L2
num_rw_steps: 7
num_classes: 2
epochs: 100
scheduler: none
warmup: 5
batch_size: 32
lr: 0.0003
weight_decay: 1e-05
num_workers: 0
clustering: False
masked_attention: True
gconv_dim: 64
dim_pe: 16
tlayer_dim: 64
gconv_dropout: 0
attn_dropout: 0.3
tlayer_dropout: 0.3
classifier_head_dropout: 0.0
num_layers: 15
num_heads: 4
skip_connection: short
seeds: 2022
device: 0
save_state: False



| Epoch    0 | Train e:  0.8642, T l:  0.3601 | Val e:  0.8631 | Test e:  0.8650 
| Epoch    1 | Train e:  0.8659, T l:  0.3182 | Val e:  0.8653 | Test e:  0.8666 
| Epoch    2 | Train e:  0.8659, T l:  0.3133 | Val e:  0.8651 | Test e:  0.8665 
| Epoch    3 | Train e:  0.8659, T l:  0.3116 | Val e:  0.8652 | Test e:  0.8660 
| Epoch    4 | Train e:  0.8639, T l:  0.3103 | Val e:  0.8630 | Test e:  0.8646 
| Epoch    5 | Train e:  0.8660, T l:  0.3101 | Val e:  0.8649 | Test e:  0.8663 
| Epoch    6 | Train e:  0.8638, T l:  0.3094 | Val e:  0.8631 | Test e:  0.8645 
| Epoch    7 | Train e:  0.8667, T l:  0.3090 | Val e:  0.8659 | Test e:  0.8677 
| Epoch    8 | Train e:  0.8665, T l:  0.3087 | Val e:  0.8657 | Test e:  0.8671 
| Epoch    9 | Train e:  0.8664, T l:  0.3083 | Val e:  0.8658 | Test e:  0.8673 
| Epoch   10 | Train e:  0.8653, T l:  0.3083 | Val e:  0.8649 | Test e:  0.8663 
| Epoch   11 | Train e:  0.8657, T l:  0.3079 | Val e:  0.8650 | Test e:  0.8662 
| Epoch   12 | Train e:  0.8656, T l:  0.3078 | Val e:  0.8652 | Test e:  0.8659 
