

===============================================
2022-12-17 15:00:31

GNNT_main.py --device 1 --num_rw_steps 7 --dim-pe 16 --tlayer-dropout 0.3 --attn-dropout 0.3 --scheduler none --seeds 2022 --num-layers 8

None

baseline: SAT
dataset: PATTERN
use_val_loss: False
use_cpu: False
max_freqs: 16
eigvec_norm: L2
num_rw_steps: 7
num_classes: 2
epochs: 100
scheduler: none
warmup: 5
batch_size: 32
lr: 0.0003
weight_decay: 1e-05
num_workers: 0
clustering: False
masked_attention: True
gconv_dim: 64
dim_pe: 16
tlayer_dim: 64
gconv_dropout: 0
attn_dropout: 0.3
tlayer_dropout: 0.3
classifier_head_dropout: 0.0
num_layers: 8
num_heads: 4
skip_connection: short
seeds: 2022
device: 1
save_state: False



| Epoch    0 | Train e:  0.8629, T l:  0.4089 | Val e:  0.8627 | Test e:  0.8635 
| Epoch    1 | Train e:  0.8628, T l:  0.3303 | Val e:  0.8619 | Test e:  0.8639 
| Epoch    2 | Train e:  0.8611, T l:  0.3213 | Val e:  0.8605 | Test e:  0.8620 
| Epoch    3 | Train e:  0.8649, T l:  0.3187 | Val e:  0.8642 | Test e:  0.8655 
| Epoch    4 | Train e:  0.8610, T l:  0.3158 | Val e:  0.8603 | Test e:  0.8616 
| Epoch    5 | Train e:  0.8660, T l:  0.3145 | Val e:  0.8653 | Test e:  0.8665 
| Epoch    6 | Train e:  0.8660, T l:  0.3135 | Val e:  0.8656 | Test e:  0.8667 
| Epoch    7 | Train e:  0.8648, T l:  0.3126 | Val e:  0.8645 | Test e:  0.8661 
| Epoch    8 | Train e:  0.8653, T l:  0.3121 | Val e:  0.8646 | Test e:  0.8663 
| Epoch    9 | Train e:  0.8648, T l:  0.3115 | Val e:  0.8636 | Test e:  0.8651 
| Epoch   10 | Train e:  0.8660, T l:  0.3113 | Val e:  0.8646 | Test e:  0.8664 
| Epoch   11 | Train e:  0.8647, T l:  0.3109 | Val e:  0.8641 | Test e:  0.8656 
| Epoch   12 | Train e:  0.8664, T l:  0.3107 | Val e:  0.8658 | Test e:  0.8672 
| Epoch   13 | Train e:  0.8654, T l:  0.3099 | Val e:  0.8648 | Test e:  0.8658 
| Epoch   14 | Train e:  0.8657, T l:  0.3097 | Val e:  0.8650 | Test e:  0.8662 
| Epoch   15 | Train e:  0.8635, T l:  0.3096 | Val e:  0.8626 | Test e:  0.8638 
| Epoch   16 | Train e:  0.8588, T l:  0.3093 | Val e:  0.8587 | Test e:  0.8594 
| Epoch   17 | Train e:  0.8664, T l:  0.3094 | Val e:  0.8658 | Test e:  0.8674 
| Epoch   18 | Train e:  0.8657, T l:  0.3092 | Val e:  0.8654 | Test e:  0.8666 
| Epoch   19 | Train e:  0.8662, T l:  0.3087 | Val e:  0.8659 | Test e:  0.8671 
| Epoch   20 | Train e:  0.8670, T l:  0.3088 | Val e:  0.8662 | Test e:  0.8680 
| Epoch   21 | Train e:  0.8657, T l:  0.3085 | Val e:  0.8651 | Test e:  0.8667 
| Epoch   22 | Train e:  0.8668, T l:  0.3083 | Val e:  0.8661 | Test e:  0.8676 
| Epoch   23 | Train e:  0.8656, T l:  0.3083 | Val e:  0.8646 | Test e:  0.8659 
| Epoch   24 | Train e:  0.8670, T l:  0.3080 | Val e:  0.8655 | Test e:  0.8676 
| Epoch   25 | Train e:  0.8668, T l:  0.3081 | Val e:  0.8659 | Test e:  0.8676 
| Epoch   26 | Train e:  0.8661, T l:  0.3080 | Val e:  0.8651 | Test e:  0.8665 
| Epoch   27 | Train e:  0.8674, T l:  0.3080 | Val e:  0.8666 | Test e:  0.8682 
| Epoch   28 | Train e:  0.8674, T l:  0.3078 | Val e:  0.8664 | Test e:  0.8680 
| Epoch   29 | Train e:  0.8671, T l:  0.3073 | Val e:  0.8667 | Test e:  0.8680 
| Epoch   30 | Train e:  0.8661, T l:  0.3071 | Val e:  0.8654 | Test e:  0.8676 
| Epoch   31 | Train e:  0.8671, T l:  0.3073 | Val e:  0.8666 | Test e:  0.8678 
| Epoch   32 | Train e:  0.8667, T l:  0.3070 | Val e:  0.8657 | Test e:  0.8674 
| Epoch   33 | Train e:  0.8673, T l:  0.3072 | Val e:  0.8665 | Test e:  0.8680 
| Epoch   34 | Train e:  0.8672, T l:  0.3071 | Val e:  0.8662 | Test e:  0.8678 
| Epoch   35 | Train e:  0.8639, T l:  0.3069 | Val e:  0.8637 | Test e:  0.8649 
| Epoch   36 | Train e:  0.8677, T l:  0.3069 | Val e:  0.8665 | Test e:  0.8678 
| Epoch   37 | Train e:  0.8662, T l:  0.3066 | Val e:  0.8649 | Test e:  0.8665 
| Epoch   38 | Train e:  0.8667, T l:  0.3065 | Val e:  0.8657 | Test e:  0.8672 
| Epoch   39 | Train e:  0.8677, T l:  0.3067 | Val e:  0.8665 | Test e:  0.8683 
| Epoch   40 | Train e:  0.8672, T l:  0.3068 | Val e:  0.8663 | Test e:  0.8679 
| Epoch   41 | Train e:  0.8675, T l:  0.3065 | Val e:  0.8666 | Test e:  0.8682 
| Epoch   42 | Train e:  0.8653, T l:  0.3065 | Val e:  0.8643 | Test e:  0.8659 
| Epoch   43 | Train e:  0.8676, T l:  0.3063 | Val e:  0.8665 | Test e:  0.8683 
| Epoch   44 | Train e:  0.8676, T l:  0.3064 | Val e:  0.8664 | Test e:  0.8681 
| Epoch   45 | Train e:  0.8651, T l:  0.3056 | Val e:  0.8637 | Test e:  0.8653 
| Epoch   46 | Train e:  0.8677, T l:  0.3059 | Val e:  0.8666 | Test e:  0.8679 
| Epoch   47 | Train e:  0.8679, T l:  0.3058 | Val e:  0.8666 | Test e:  0.8680 
| Epoch   48 | Train e:  0.8672, T l:  0.3058 | Val e:  0.8661 | Test e:  0.8676 
| Epoch   49 | Train e:  0.8680, T l:  0.3057 | Val e:  0.8665 | Test e:  0.8682 
| Epoch   50 | Train e:  0.8669, T l:  0.3055 | Val e:  0.8660 | Test e:  0.8671 
| Epoch   51 | Train e:  0.8684, T l:  0.3054 | Val e:  0.8668 | Test e:  0.8685 
| Epoch   52 | Train e:  0.8678, T l:  0.3056 | Val e:  0.8665 | Test e:  0.8684 
| Epoch   53 | Train e:  0.8676, T l:  0.3055 | Val e:  0.8668 | Test e:  0.8677 
| Epoch   54 | Train e:  0.8664, T l:  0.3051 | Val e:  0.8650 | Test e:  0.8666 
| Epoch   55 | Train e:  0.8680, T l:  0.3054 | Val e:  0.8667 | Test e:  0.8684 
| Epoch   56 | Train e:  0.8671, T l:  0.3053 | Val e:  0.8657 | Test e:  0.8671 
| Epoch   57 | Train e:  0.8661, T l:  0.3050 | Val e:  0.8642 | Test e:  0.8661 
| Epoch   58 | Train e:  0.8680, T l:  0.3051 | Val e:  0.8664 | Test e:  0.8683 
| Epoch   59 | Train e:  0.8677, T l:  0.3047 | Val e:  0.8661 | Test e:  0.8672 
| Epoch   60 | Train e:  0.8684, T l:  0.3049 | Val e:  0.8669 | Test e:  0.8687 
| Epoch   61 | Train e:  0.8683, T l:  0.3047 | Val e:  0.8671 | Test e:  0.8686 
| Epoch   62 | Train e:  0.8681, T l:  0.3046 | Val e:  0.8664 | Test e:  0.8681 
| Epoch   63 | Train e:  0.8652, T l:  0.3046 | Val e:  0.8637 | Test e:  0.8655 
| Epoch   64 | Train e:  0.8678, T l:  0.3044 | Val e:  0.8660 | Test e:  0.8683 
| Epoch   65 | Train e:  0.8681, T l:  0.3043 | Val e:  0.8663 | Test e:  0.8684 
| Epoch   66 | Train e:  0.8677, T l:  0.3044 | Val e:  0.8662 | Test e:  0.8681 
| Epoch   67 | Train e:  0.8683, T l:  0.3043 | Val e:  0.8663 | Test e:  0.8679 
| Epoch   68 | Train e:  0.8681, T l:  0.3041 | Val e:  0.8662 | Test e:  0.8677 
| Epoch   69 | Train e:  0.8686, T l:  0.3038 | Val e:  0.8668 | Test e:  0.8685 
| Epoch   70 | Train e:  0.8686, T l:  0.3042 | Val e:  0.8669 | Test e:  0.8684 
| Epoch   71 | Train e:  0.8684, T l:  0.3037 | Val e:  0.8663 | Test e:  0.8685 
| Epoch   72 | Train e:  0.8676, T l:  0.3038 | Val e:  0.8658 | Test e:  0.8671 
| Epoch   73 | Train e:  0.8686, T l:  0.3038 | Val e:  0.8666 | Test e:  0.8683 
| Epoch   74 | Train e:  0.8690, T l:  0.3037 | Val e:  0.8667 | Test e:  0.8681 
| Epoch   75 | Train e:  0.8689, T l:  0.3035 | Val e:  0.8665 | Test e:  0.8685 
| Epoch   76 | Train e:  0.8687, T l:  0.3037 | Val e:  0.8667 | Test e:  0.8686 
